number,value,datetime_start,datetime_complete,duration,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
0,0.6743226932023162,2025-01-08 21:06:53.319609,2025-01-08 21:07:33.807340,0 days 00:00:40.487731,balanced,entropy,249,log2,72,22,5849,COMPLETE
1,0.6290720091756167,2025-01-08 21:06:53.319609,2025-01-08 21:07:47.606167,0 days 00:00:54.286558,,entropy,803,log2,92,380,8218,COMPLETE
2,0.6045156089288368,2025-01-08 21:06:53.335293,2025-01-08 21:07:25.174670,0 days 00:00:31.839377,,gini,296,sqrt,175,189,1920,COMPLETE
3,0.6240957367870231,2025-01-08 21:06:53.335293,2025-01-08 21:07:34.815164,0 days 00:00:41.479871,,gini,475,sqrt,104,453,6426,COMPLETE
4,0.6214062299945151,2025-01-08 21:06:53.335293,2025-01-08 21:07:13.693878,0 days 00:00:20.358585,balanced,gini,873,sqrt,451,659,3713,COMPLETE
5,0.5758423396556499,2025-01-08 21:06:53.339327,2025-01-08 21:07:04.005105,0 days 00:00:10.665778,,gini,364,log2,319,998,1898,COMPLETE
6,0.5719279877839089,2025-01-08 21:06:53.341718,2025-01-08 21:08:28.513916,0 days 00:01:35.172198,,gini,651,sqrt,391,293,6271,COMPLETE
7,0.6297341011273048,2025-01-08 21:06:53.341718,2025-01-08 21:07:15.562014,0 days 00:00:22.220296,,entropy,942,log2,98,249,3239,COMPLETE
8,0.6724115036688514,2025-01-08 21:06:53.341718,2025-01-08 21:08:38.456390,0 days 00:01:45.114672,balanced,entropy,679,,31,764,6485,COMPLETE
9,0.6568882048328929,2025-01-08 21:06:53.341718,2025-01-08 21:07:34.643145,0 days 00:00:41.301427,balanced,entropy,991,sqrt,188,475,1173,COMPLETE
10,0.660968982940452,2025-01-08 21:06:53.341718,2025-01-08 21:08:25.222149,0 days 00:01:31.880431,balanced,gini,478,sqrt,162,47,8725,COMPLETE
11,0.6280834268754271,2025-01-08 21:06:53.351010,2025-01-08 21:09:07.394334,0 days 00:02:14.043324,balanced,gini,67,,407,106,6712,COMPLETE
12,0.6755323723966975,2025-01-08 21:06:53.351010,2025-01-08 21:08:30.703543,0 days 00:01:37.352533,balanced,entropy,929,log2,37,463,2104,COMPLETE
13,0.6251608806061926,2025-01-08 21:06:53.351010,2025-01-08 21:08:47.945431,0 days 00:01:54.594421,balanced,gini,266,sqrt,405,542,6505,COMPLETE
14,0.6447691137493078,2025-01-08 21:06:53.351010,2025-01-08 21:08:50.054264,0 days 00:01:56.703254,,gini,361,sqrt,36,233,6674,COMPLETE
15,0.6560025016416552,2025-01-08 21:06:53.351010,2025-01-08 21:08:25.077149,0 days 00:01:31.726139,balanced,entropy,650,log2,195,287,8843,COMPLETE
16,0.6212963820388229,2025-01-08 21:06:53.351010,2025-01-08 21:07:33.855343,0 days 00:00:40.504333,balanced,gini,270,sqrt,450,175,3813,COMPLETE
17,0.6382132294901244,2025-01-08 21:06:53.359753,2025-01-08 21:08:23.432764,0 days 00:01:30.073011,balanced,gini,211,log2,310,193,9450,COMPLETE
18,0.5941002496537355,2025-01-08 21:06:53.361759,2025-01-08 21:07:24.049311,0 days 00:00:30.687552,,entropy,179,sqrt,201,677,1835,COMPLETE
19,0.6256114295462222,2025-01-08 21:06:53.363763,2025-01-08 21:07:50.834080,0 days 00:00:57.470317,balanced,entropy,642,sqrt,407,239,4699,COMPLETE
20,0.6194412417252337,2025-01-08 21:06:53.363763,2025-01-08 21:08:22.498419,0 days 00:01:29.134656,balanced,entropy,67,sqrt,499,721,2477,COMPLETE
21,0.5833587323754511,2025-01-08 21:06:53.363763,2025-01-08 21:07:33.003291,0 days 00:00:39.639528,,entropy,888,sqrt,289,440,33,COMPLETE
22,0.5932022069711747,2025-01-08 21:06:53.363763,2025-01-08 21:08:36.733036,0 days 00:01:43.369273,,gini,544,sqrt,209,719,9061,COMPLETE
23,0.6564578520030273,2025-01-08 21:06:53.365768,2025-01-08 21:08:30.015914,0 days 00:01:36.650146,balanced,entropy,233,,231,58,3007,COMPLETE
24,0.5702904451656047,2025-01-08 21:06:53.365768,2025-01-08 21:08:17.771454,0 days 00:01:24.405686,,entropy,51,log2,442,238,6234,COMPLETE
25,0.6604458826395833,2025-01-08 21:06:53.366773,2025-01-08 21:08:19.289002,0 days 00:01:25.922229,balanced,gini,27,,202,701,2382,COMPLETE
26,0.5840997370262512,2025-01-08 21:06:53.366773,2025-01-08 21:07:46.880154,0 days 00:00:53.513381,,entropy,233,log2,284,709,2303,COMPLETE
27,0.5918373246830441,2025-01-08 21:06:53.366773,2025-01-08 21:08:24.206765,0 days 00:01:30.839992,,gini,640,sqrt,231,638,7109,COMPLETE
28,0.6046922807405501,2025-01-08 21:07:04.007112,2025-01-08 21:08:47.287428,0 days 00:01:43.280316,,gini,129,sqrt,159,697,5208,COMPLETE
29,0.6508830176860595,2025-01-08 21:07:13.697890,2025-01-08 21:08:36.045254,0 days 00:01:22.347364,balanced,entropy,86,log2,207,790,2933,COMPLETE
30,0.5744891711794772,2025-01-08 21:07:15.566027,2025-01-08 21:08:45.943281,0 days 00:01:30.377254,,entropy,980,sqrt,353,267,4208,COMPLETE
31,0.6502716930702573,2025-01-08 21:07:24.051317,2025-01-08 21:09:11.230145,0 days 00:01:47.178828,balanced,entropy,633,sqrt,232,392,8497,COMPLETE
32,0.5946175824729812,2025-01-08 21:07:25.178682,2025-01-08 21:08:56.408881,0 days 00:01:31.230199,,gini,448,log2,218,182,5541,COMPLETE
33,0.6301875025239033,2025-01-08 21:07:33.007302,2025-01-08 21:10:18.338190,0 days 00:02:45.330888,,entropy,886,,193,71,8287,COMPLETE
34,0.6288657246184298,2025-01-08 21:07:33.811339,2025-01-08 21:09:14.523732,0 days 00:01:40.712393,balanced,entropy,396,log2,386,153,7824,COMPLETE
35,0.5764181770795211,2025-01-08 21:07:33.861341,2025-01-08 21:09:16.814597,0 days 00:01:42.953256,,gini,914,sqrt,337,94,7718,COMPLETE
36,0.6709579715380185,2025-01-08 21:07:34.646145,2025-01-08 21:09:09.370246,0 days 00:01:34.724101,balanced,entropy,825,sqrt,105,171,3780,COMPLETE
37,0.6854606289055885,2025-01-08 21:07:34.818164,2025-01-08 21:11:51.662959,0 days 00:04:16.844795,balanced,entropy,628,,10,99,9315,COMPLETE
38,0.6838139036698844,2025-01-08 21:07:46.884155,2025-01-08 21:11:44.499441,0 days 00:03:57.615286,balanced,entropy,663,,25,6,9069,COMPLETE
39,0.6820125527955682,2025-01-08 21:07:47.610166,2025-01-08 21:10:37.472264,0 days 00:02:49.862098,balanced,entropy,659,,28,91,5885,COMPLETE
40,0.692203359661533,2025-01-08 21:07:50.838080,2025-01-08 21:11:22.184611,0 days 00:03:31.346531,balanced,entropy,54,,7,45,6537,COMPLETE
41,0.683338716242504,2025-01-08 21:08:17.775455,2025-01-08 21:12:08.799034,0 days 00:03:51.023579,balanced,entropy,687,,21,86,9635,COMPLETE
42,0.6806784707829486,2025-01-08 21:08:19.293002,2025-01-08 21:11:51.216958,0 days 00:03:31.923956,balanced,gini,31,,38,26,8989,COMPLETE
43,0.6621654035199405,2025-01-08 21:08:22.502420,2025-01-08 21:10:18.463701,0 days 00:01:55.961281,balanced,gini,5,,2,33,6079,COMPLETE
44,0.6734887142042978,2025-01-08 21:08:23.436764,2025-01-08 21:10:35.517800,0 days 00:02:12.081036,balanced,gini,37,,21,920,5847,COMPLETE
45,0.6797834065827463,2025-01-08 21:08:24.210765,2025-01-08 21:11:45.575070,0 days 00:03:21.364305,balanced,gini,31,,55,14,5256,COMPLETE
46,0.6892025223653246,2025-01-08 21:08:25.080148,2025-01-08 21:12:08.131925,0 days 00:03:43.051777,balanced,gini,23,,7,59,5171,COMPLETE
47,0.6876993383988442,2025-01-08 21:08:25.225148,2025-01-08 21:13:10.939809,0 days 00:04:45.714661,balanced,gini,467,,15,17,7650,COMPLETE
48,0.6817849771343361,2025-01-08 21:08:28.516914,2025-01-08 21:12:07.825087,0 days 00:03:39.308173,balanced,gini,450,,31,19,4905,COMPLETE
49,0.6807332596845943,2025-01-08 21:08:30.019916,2025-01-08 21:12:51.679634,0 days 00:04:21.659718,balanced,gini,425,,36,67,5011,COMPLETE
50,0.681613981414143,2025-01-08 21:08:30.707544,2025-01-08 21:13:17.729510,0 days 00:04:47.021966,balanced,entropy,464,,29,16,5219,COMPLETE
51,0.6841823891304287,2025-01-08 21:08:36.050254,2025-01-08 21:13:18.879145,0 days 00:04:42.828891,balanced,entropy,452,,12,116,4945,COMPLETE
52,0.6930179181773712,2025-01-08 21:08:36.737038,2025-01-08 21:13:55.558792,0 days 00:05:18.821754,balanced,entropy,423,,4,7,4776,COMPLETE
53,0.6713619339928041,2025-01-08 21:08:38.460391,2025-01-08 21:12:57.178711,0 days 00:04:18.718320,balanced,entropy,769,,17,910,4969,COMPLETE
54,0.6764786228384736,2025-01-08 21:08:45.945280,2025-01-08 21:13:25.261071,0 days 00:04:39.315791,balanced,entropy,771,,1,565,5380,COMPLETE
55,0.6745992454069555,2025-01-08 21:08:47.289429,2025-01-08 21:13:54.112422,0 days 00:05:06.822993,balanced,entropy,780,,23,556,7337,COMPLETE
56,0.6719579859480556,2025-01-08 21:08:47.949430,2025-01-08 21:13:52.493124,0 days 00:05:04.543694,balanced,entropy,742,,1,911,7651,COMPLETE
57,0.6719603954536763,2025-01-08 21:08:50.060264,2025-01-08 21:13:54.895421,0 days 00:05:04.835157,balanced,entropy,776,,2,915,7567,COMPLETE
58,0.6811656554158189,2025-01-08 21:08:56.410882,2025-01-08 21:15:21.848933,0 days 00:06:25.438051,balanced,entropy,725,,32,15,7791,COMPLETE
59,0.6908483247786291,2025-01-08 21:09:07.400334,2025-01-08 21:15:57.277473,0 days 00:06:49.877139,balanced,entropy,772,,8,32,7863,COMPLETE
60,0.677637606076467,2025-01-08 21:09:09.372247,2025-01-08 21:15:12.643630,0 days 00:06:03.271383,balanced,entropy,768,,13,380,7577,COMPLETE
61,0.6718235862259135,2025-01-08 21:09:11.232146,2025-01-08 21:15:05.860791,0 days 00:05:54.628645,balanced,entropy,747,,4,946,7986,COMPLETE
62,0.6861456615625897,2025-01-08 21:09:14.525733,2025-01-08 21:15:15.120614,0 days 00:06:00.594881,balanced,entropy,769,,18,6,5447,COMPLETE
63,0.67184206779528,2025-01-08 21:09:16.816598,2025-01-08 21:15:07.308548,0 days 00:05:50.491950,balanced,entropy,774,,9,895,5735,COMPLETE
64,0.6841113467043817,2025-01-08 21:10:18.340192,2025-01-08 21:15:47.553389,0 days 00:05:29.213197,balanced,entropy,797,,21,7,5739,COMPLETE
65,0.6735752231345512,2025-01-08 21:10:18.465701,2025-01-08 21:14:51.494316,0 days 00:04:33.028615,balanced,entropy,791,,54,555,4202,COMPLETE
66,0.6700618758298514,2025-01-08 21:10:35.522799,2025-01-08 21:15:07.764851,0 days 00:04:32.242052,balanced,entropy,738,,56,943,5639,COMPLETE
67,0.6697538998669567,2025-01-08 21:10:37.474263,2025-01-08 21:16:01.257968,0 days 00:05:23.783705,balanced,entropy,752,,65,993,5621,COMPLETE
68,0.6706360451258506,2025-01-08 21:11:22.186611,2025-01-08 21:16:09.336743,0 days 00:04:47.150132,balanced,entropy,778,,64,889,5647,COMPLETE
69,0.6793872579465589,2025-01-08 21:11:44.501441,2025-01-08 21:16:28.146036,0 days 00:04:43.644595,balanced,entropy,751,,64,18,5103,COMPLETE
70,0.6798996563505922,2025-01-08 21:11:45.580071,2025-01-08 21:16:24.738721,0 days 00:04:39.158650,balanced,entropy,792,,55,3,4678,COMPLETE
71,0.6793103652667436,2025-01-08 21:11:51.218961,2025-01-08 21:17:47.434001,0 days 00:05:56.215040,balanced,entropy,146,,69,3,9620,COMPLETE
72,0.6791179388692387,2025-01-08 21:11:51.664958,2025-01-08 21:17:48.324935,0 days 00:05:56.659977,balanced,entropy,560,,74,126,9747,COMPLETE
73,0.679407263394605,2025-01-08 21:12:07.827084,2025-01-08 21:17:56.764592,0 days 00:05:48.937508,balanced,entropy,725,,75,130,9992,COMPLETE
74,0.679111198007996,2025-01-08 21:12:08.133926,2025-01-08 21:18:20.511979,0 days 00:06:12.378053,balanced,entropy,724,,74,127,9698,COMPLETE
75,0.6791423499273294,2025-01-08 21:12:08.801034,2025-01-08 21:18:25.365611,0 days 00:06:16.564577,balanced,entropy,755,,82,120,9708,COMPLETE
76,0.6788020740016659,2025-01-08 21:12:51.681635,2025-01-08 21:18:27.745958,0 days 00:05:36.064323,balanced,entropy,714,,80,131,9329,COMPLETE
77,0.6791874529266259,2025-01-08 21:12:57.180711,2025-01-08 21:18:42.949691,0 days 00:05:45.768980,balanced,entropy,557,,78,131,9894,COMPLETE
78,0.6791385210587592,2025-01-08 21:13:10.941809,2025-01-08 21:18:57.901506,0 days 00:05:46.959697,balanced,entropy,710,,84,126,9598,COMPLETE
79,0.6790539117650858,2025-01-08 21:13:17.731510,2025-01-08 21:19:07.914112,0 days 00:05:50.182602,balanced,entropy,573,,80,126,9954,COMPLETE
80,0.6788924978056842,2025-01-08 21:13:18.881147,2025-01-08 21:19:42.021769,0 days 00:06:23.140622,balanced,entropy,583,,76,135,7255,COMPLETE
81,0.6793328537719843,2025-01-08 21:13:25.263071,2025-01-08 21:20:31.919765,0 days 00:07:06.656694,balanced,entropy,531,,74,130,9921,COMPLETE
82,0.6789803433645186,2025-01-08 21:13:52.495124,2025-01-08 21:19:51.917319,0 days 00:05:59.422195,balanced,entropy,554,,77,120,7321,COMPLETE
83,0.6801194904227086,2025-01-08 21:13:54.114421,2025-01-08 21:20:44.026646,0 days 00:06:49.912225,balanced,entropy,539,,62,128,9918,COMPLETE
84,0.6789722038081817,2025-01-08 21:13:54.897423,2025-01-08 21:21:00.206206,0 days 00:07:05.308783,balanced,entropy,545,,82,130,9842,COMPLETE
85,0.6791854059627441,2025-01-08 21:13:55.560791,2025-01-08 21:19:38.416565,0 days 00:05:42.855774,balanced,entropy,537,,80,136,4418,COMPLETE
86,0.6784946380055157,2025-01-08 21:14:51.497317,2025-01-08 21:20:28.097102,0 days 00:05:36.599785,balanced,entropy,517,,86,120,6921,COMPLETE
87,0.6759044405611782,2025-01-08 21:15:05.862791,2025-01-08 21:20:30.500197,0 days 00:05:24.637406,balanced,entropy,530,,115,128,7040,COMPLETE
88,0.6790491663666103,2025-01-08 21:15:07.310549,2025-01-08 21:21:41.661939,0 days 00:06:34.351390,balanced,entropy,583,,83,141,9955,COMPLETE
89,0.6787170981054045,2025-01-08 21:15:07.766851,2025-01-08 21:22:12.481068,0 days 00:07:04.714217,balanced,entropy,580,,81,122,9849,COMPLETE
90,0.6793380379853092,2025-01-08 21:15:12.645629,2025-01-08 21:22:11.998477,0 days 00:06:59.352848,balanced,entropy,556,,73,131,9355,COMPLETE
91,0.6791933577265704,2025-01-08 21:15:15.123616,2025-01-08 21:21:40.010480,0 days 00:06:24.886864,balanced,entropy,527,,78,123,6915,COMPLETE
92,0.6790584537913739,2025-01-08 21:15:21.850934,2025-01-08 21:22:10.534476,0 days 00:06:48.683542,balanced,entropy,549,,78,122,6851,COMPLETE
93,0.6772012317170105,2025-01-08 21:15:47.556390,2025-01-08 21:22:16.874065,0 days 00:06:29.317675,balanced,gini,530,,84,129,6872,COMPLETE
94,0.6768454546799162,2025-01-08 21:15:57.279473,2025-01-08 21:23:04.447345,0 days 00:07:07.167872,balanced,gini,543,,92,155,9960,COMPLETE
95,0.6774591550770818,2025-01-08 21:16:01.259968,2025-01-08 21:22:33.162462,0 days 00:06:31.902494,balanced,gini,525,,83,141,6849,COMPLETE
96,0.6766429929360221,2025-01-08 21:16:09.338742,2025-01-08 21:22:46.310400,0 days 00:06:36.971658,balanced,gini,566,,96,120,6950,COMPLETE
97,0.6771990160277045,2025-01-08 21:16:24.743722,2025-01-08 21:23:25.912326,0 days 00:07:01.168604,balanced,gini,535,,85,127,7119,COMPLETE
98,0.6770249449721484,2025-01-08 21:16:28.148036,2025-01-08 21:23:27.167326,0 days 00:06:59.019290,balanced,gini,556,,84,129,6897,COMPLETE
99,0.6774943724789603,2025-01-08 21:17:47.435524,2025-01-08 21:23:29.944994,0 days 00:05:42.509470,balanced,gini,572,,83,125,6928,COMPLETE
100,0.6766000706345534,2025-01-08 21:17:48.326935,2025-01-08 21:23:51.116599,0 days 00:06:02.789664,balanced,gini,511,,94,129,6875,COMPLETE
101,0.6733709775215284,2025-01-08 21:17:56.769594,2025-01-08 21:23:53.640942,0 days 00:05:56.871348,balanced,gini,320,,124,54,7121,COMPLETE
102,0.6754252083427693,2025-01-08 21:18:20.513979,2025-01-08 21:23:54.706246,0 days 00:05:34.192267,balanced,gini,309,,116,207,6723,COMPLETE
103,0.675802759778709,2025-01-08 21:18:25.367612,2025-01-08 21:24:10.113196,0 days 00:05:44.745584,balanced,gini,519,,114,60,6978,COMPLETE
104,0.6714607232841706,2025-01-08 21:18:27.747956,2025-01-08 21:24:14.760389,0 days 00:05:47.012433,balanced,gini,318,,145,216,6994,COMPLETE
105,0.6759324985640905,2025-01-08 21:18:42.951691,2025-01-08 21:24:33.991409,0 days 00:05:51.039718,balanced,gini,339,,112,56,6557,COMPLETE
106,0.6770571557521047,2025-01-08 21:18:57.903504,2025-01-08 21:25:06.551973,0 days 00:06:08.648469,balanced,gini,324,,100,56,6804,COMPLETE
107,0.6753432369301028,2025-01-08 21:19:07.918112,2025-01-08 21:25:05.842020,0 days 00:05:57.923908,balanced,gini,514,,118,50,6663,COMPLETE
108,0.6807643452474449,2025-01-08 21:19:38.418562,2025-01-08 21:25:33.193809,0 days 00:05:54.775247,balanced,gini,833,,42,63,6804,COMPLETE
109,0.6734461428720048,2025-01-08 21:19:42.023770,2025-01-08 21:25:27.902366,0 days 00:05:45.878596,balanced,gini,844,,126,53,6847,COMPLETE
110,0.672765031665325,2025-01-08 21:19:51.919319,2025-01-08 21:25:32.295833,0 days 00:05:40.376514,balanced,gini,342,,133,47,7000,COMPLETE
111,0.6728078951571791,2025-01-08 21:20:28.099102,2025-01-08 21:25:30.215558,0 days 00:05:02.116456,balanced,gini,331,,132,51,6563,COMPLETE
112,0.6797084960894408,2025-01-08 21:20:30.505196,2025-01-08 21:24:48.515751,0 days 00:04:18.010555,balanced,gini,607,log2,45,50,6688,COMPLETE
113,0.6801321898064216,2025-01-08 21:20:31.921765,2025-01-08 21:24:56.916450,0 days 00:04:24.994685,balanced,gini,839,log2,44,50,6448,COMPLETE
114,0.6798354482648441,2025-01-08 21:20:44.031646,2025-01-08 21:25:13.261638,0 days 00:04:29.229992,balanced,gini,841,log2,45,50,6531,COMPLETE
115,0.6794935829086222,2025-01-08 21:21:00.211205,2025-01-08 21:25:30.604558,0 days 00:04:30.393353,balanced,gini,821,log2,45,55,6450,COMPLETE
116,0.6797883629579062,2025-01-08 21:21:40.013480,2025-01-08 21:25:35.100888,0 days 00:03:55.087408,balanced,gini,329,log2,45,48,6332,COMPLETE
117,0.6803855202480499,2025-01-08 21:21:41.663940,2025-01-08 21:25:42.853294,0 days 00:04:01.189354,balanced,gini,376,log2,42,58,6350,COMPLETE
118,0.681510332450569,2025-01-08 21:22:10.537476,2025-01-08 21:27:37.931513,0 days 00:05:27.394037,balanced,gini,827,,44,55,8608,COMPLETE
119,0.6794138366869656,2025-01-08 21:22:12.000479,2025-01-08 21:26:08.280471,0 days 00:03:56.279992,balanced,gini,488,log2,46,48,8606,COMPLETE
120,0.680682060196015,2025-01-08 21:22:12.484067,2025-01-08 21:25:59.902499,0 days 00:03:47.418432,balanced,gini,313,log2,43,48,6442,COMPLETE
121,0.6794965377163859,2025-01-08 21:22:16.876065,2025-01-08 21:26:11.858005,0 days 00:03:54.981940,balanced,gini,349,log2,46,50,6322,COMPLETE
122,0.6815926294010487,2025-01-08 21:22:33.164462,2025-01-08 21:28:00.005284,0 days 00:05:26.840822,balanced,gini,329,,44,49,8536,COMPLETE
123,0.6789498396581473,2025-01-08 21:22:46.312400,2025-01-08 21:26:28.921943,0 days 00:03:42.609543,balanced,gini,818,log2,47,48,8240,COMPLETE
124,0.6805188760719734,2025-01-08 21:23:04.449345,2025-01-08 21:26:16.420716,0 days 00:03:11.971371,balanced,gini,817,log2,42,49,6228,COMPLETE
125,0.6490567960820438,2025-01-08 21:23:25.914325,2025-01-08 21:26:37.200324,0 days 00:03:11.285999,,gini,338,log2,44,58,8622,COMPLETE
